# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep  7 17:00:05 2020
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_massjerr1:   Planet Mass [Jupiter Mass] Upper Unc.
# COLUMN pl_massjerr2:   Planet Mass [Jupiter Mass] Lower Unc.
# COLUMN pl_massjlim:    Planet Mass [Jupiter Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_msinij:      Planet Mass*sin(i) [Jupiter Mass]
# COLUMN pl_msinijerr1:  Planet Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_msinijerr2:  Planet Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_msinijlim:   Planet Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass]
# COLUMN pl_cmasseerr1:  Planet Mass*sin(i)/sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_cmasseerr2:  Planet Mass*sin(i)/sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_cmasselim:   Planet Mass*sin(i)/sin(i) [Earth Mass] Limit Flag
# COLUMN pl_cmassj:      Planet Mass*sin(i)/sin(i) [Jupiter Mass]
# COLUMN pl_cmassjerr1:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_cmassjerr2:  Planet Mass*sin(i)/sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_cmassjlim:   Planet Mass*sin(i)/sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmerr1:      Total Proper Motion Upper Unc [mas/yr]
# COLUMN sy_pmerr2:      Total Proper Motion Lower Unc [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_plxerr1:     Parallax [mas] Upper Unc
# COLUMN sy_plxerr2:     Parallax [mas] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_mass,st_masserr1,st_masserr2,st_masslim,sy_pm,sy_pmerr1,sy_pmerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2
K2-59 b,K2-59,1,Transit,0.135400,0.004300,-0.004300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.07,-0.07,0,44.7434987,0.0614595,-0.0614595,311.3130000,3.5055000,-3.5055000,3.1837800,0.0358917,-0.0358917
K2-59 c,K2-59,1,Transit,0.090500,0.002800,-0.002800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.07,-0.07,0,44.7434987,0.0614595,-0.0614595,311.3130000,3.5055000,-3.5055000,3.1837800,0.0358917,-0.0358917
K2-6 b,K2-6,1,Transit,0.189800,0.005600,-0.005600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.07,-0.07,0,33.0265187,0.0908543,-0.0908543,316.8190000,6.3340000,-6.3340000,3.1289700,0.0626032,-0.0626032
K2-60 b,K2-60,1,Transit,0.045000,0.003000,-0.003000,0,135.39558,11.75971,-11.75971,0,0.42600,0.03700,-0.03700,0,,,,,,,,,,,,,,,,,135.39558,11.75971,-11.75971,0,0.42600,0.03700,-0.03700,0,Mass,0.97,0.07,-0.07,0,23.2061916,0.0778740,-0.0778740,491.8700000,11.2195000,-11.2195000,2.0052300,0.0460023,-0.0460023
K2-61 b,K2-61,1,Transit,0.039200,0.002400,-0.002400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,0.22,-0.22,0,23.1430641,0.0905154,-0.0905154,405.7320000,8.2480000,-8.2480000,2.4369400,0.0497060,-0.0497060
K2-62 b,K2-62,1,Transit,0.063600,0.001400,-0.001400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.05,-0.05,0,75.6893615,0.0707453,-0.0707453,112.4670000,0.4890000,-0.4890000,8.8628100,0.0383558,-0.0383558
K2-62 c,K2-62,1,Transit,0.114800,0.002500,-0.002500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,0.05,-0.05,0,75.6893615,0.0707453,-0.0707453,112.4670000,0.4890000,-0.4890000,8.8628100,0.0383558,-0.0383558
K2-63 b,K2-63,1,Transit,0.162700,0.009700,-0.009700,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,0.25,-0.25,0,23.4896353,0.0874162,-0.0874162,517.5340000,21.4210000,-21.4210000,1.9068900,0.0792364,-0.0792364
K2-63 c,K2-63,1,Transit,0.189000,0.011000,-0.011000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40,0.25,-0.25,0,23.4896353,0.0874162,-0.0874162,517.5340000,21.4210000,-21.4210000,1.9068900,0.0792364,-0.0792364
K2-64 b,K2-64,1,Transit,0.061900,0.001900,-0.001900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.07,-0.07,0,51.5106154,0.1281751,-0.1281751,499.8910000,12.6635000,-12.6635000,1.9729100,0.0502622,-0.0502622
K2-65 b,K2-65,1,Transit,0.101400,0.003900,-0.003900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.10,-0.10,0,256.9777066,0.1350866,-0.1350866,,,,15.5932000,0.2757990,-0.2757990
K2-66 b,K2-66,1,Transit,0.059830,0.000720,-0.000720,0,21.30000,3.60000,-3.60000,0,0.06702,0.01133,-0.01133,0,,,,,,,,,,,,,,,,,21.30000,3.60000,-3.60000,0,0.06702,0.01133,-0.01133,0,Mass,1.11,0.04,-0.04,0,8.0843165,0.1942757,-0.1942757,513.8770000,23.1050000,-23.1050000,1.9214800,0.0866516,-0.0866516
K2-68 b,K2-68,1,Transit,0.070800,0.003100,-0.003100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.10,-0.10,0,53.3750511,0.0746645,-0.0746645,168.6520000,1.2490000,-1.2490000,5.9009200,0.0435691,-0.0435691
K2-69 b,K2-69,1,Transit,0.059100,0.002500,-0.002500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.07,-0.07,0,39.1324129,0.0719837,-0.0719837,180.6970000,1.5695000,-1.5695000,5.5058100,0.0476985,-0.0476985
K2-7 b,K2-7,1,Transit,0.181400,0.004300,-0.004300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,0.06,-0.06,0,24.1333259,0.0380357,-0.0380357,738.5530000,15.4290000,-15.4290000,1.3251400,0.0280727,-0.0280727
K2-70 b,K2-70,1,Transit,0.111200,0.004000,-0.004000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.10,-0.10,0,33.7954927,0.0853903,-0.0853903,232.9640000,3.4585000,-3.4585000,4.2649800,0.0632312,-0.0632312
K2-71 b,K2-71,1,Transit,0.055900,0.002500,-0.002500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.06,-0.06,0,103.5566826,0.0859123,-0.0859123,153.1920000,1.2205000,-1.2205000,6.4994600,0.0516049,-0.0516049
K2-72 b,K2-72,1,Transit,0.040000,0.004000,-0.005000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.08,-0.09,0,209.4886222,0.0831936,-0.0831936,66.4321000,0.1997000,-0.1997000,15.0242000,0.0449180,-0.0449180
K2-72 c,K2-72,1,Transit,0.078000,0.007000,-0.010000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.08,-0.09,0,209.4886222,0.0831936,-0.0831936,66.4321000,0.1997000,-0.1997000,15.0242000,0.0449180,-0.0449180
K2-72 d,K2-72,1,Transit,0.050000,0.004000,-0.006000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.08,-0.09,0,209.4886222,0.0831936,-0.0831936,66.4321000,0.1997000,-0.1997000,15.0242000,0.0449180,-0.0449180
K2-72 e,K2-72,1,Transit,0.106000,0.009000,-0.013000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.08,-0.09,0,209.4886222,0.0831936,-0.0831936,66.4321000,0.1997000,-0.1997000,15.0242000,0.0449180,-0.0449180
K2-73 b,K2-73,1,Transit,0.076190,0.000720,-0.000720,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,0.03,-0.03,0,50.2007714,0.0615324,-0.0615324,269.1830000,2.5160000,-2.5160000,3.6864300,0.0344589,-0.0344589
K2-74 b,K2-74,1,Transit,0.140200,0.001500,-0.001500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.03,-0.03,0,18.2027715,0.0747731,-0.0747731,377.8220000,6.6860000,-6.6860000,2.6188000,0.0464706,-0.0464706
K2-75 b,K2-75,1,Transit,0.081000,0.001400,-0.001400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,0.06,-0.06,0,13.6845553,0.0759628,-0.0759628,561.9300000,14.9885000,-14.9885000,1.7517500,0.0470854,-0.0470854
K2-75 c,K2-75,1,Transit,0.142900,0.002500,-0.002500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,0.06,-0.06,0,13.6845553,0.0759628,-0.0759628,561.9300000,14.9885000,-14.9885000,1.7517500,0.0470854,-0.0470854
K2-77 b,K2-77,1,Transit,,,,,603.87700,,,1,1.90000,,,1,,,,,,,,,,,,,,,,,603.87700,,,1,1.90000,,,1,Mass,0.80,0.12,-0.12,0,44.1100491,0.0786434,-0.0786434,141.7310000,0.8685000,-0.8685000,7.0270300,0.0428976,-0.0428976
K2-79 b,K2-79,1,Transit,0.098700,0.001200,-0.001200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.04,-0.04,0,42.0007150,0.0520428,-0.0520428,256.0110000,2.3280000,-2.3280000,3.8775000,0.0352454,-0.0352454
K2-8 b,K2-8,1,Transit,0.085600,0.001400,-0.001400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.04,-0.04,0,39.3839143,0.0756667,-0.0756667,403.5130000,11.6715000,-11.6715000,2.4513700,0.0710901,-0.0710901
K2-8 c,K2-8,1,Transit,0.053200,0.000900,-0.000900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,0.04,-0.04,0,39.3839143,0.0756667,-0.0756667,403.5130000,11.6715000,-11.6715000,2.4513700,0.0710901,-0.0710901
K2-80 b,K2-80,1,Transit,0.135000,0.004000,-0.004000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.08,-0.08,0,60.4217183,0.0546242,-0.0546242,200.8020000,1.7530000,-1.7530000,4.9515900,0.0431543,-0.0431543
K2-80 c,K2-80,1,Transit,0.059600,0.001800,-0.001800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,0.08,-0.08,0,60.4217183,0.0546242,-0.0546242,200.8020000,1.7530000,-1.7530000,4.9515900,0.0431543,-0.0431543
K2-80 d,K2-80,1,Transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,0.02,-0.02,0,60.4217183,0.0546242,-0.0546242,200.8020000,1.7530000,-1.7530000,4.9515900,0.0431543,-0.0431543
K2-81 b,K2-81,1,Transit,0.059000,0.002000,-0.002000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.07,-0.07,0,36.8620026,0.0394684,-0.0394684,252.3180000,2.7020000,-2.7020000,3.9348600,0.0421198,-0.0421198
K2-83 b,K2-83,1,Transit,0.030140,0.000410,-0.000410,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.02,-0.02,0,44.5828466,0.0560249,-0.0560249,125.5290000,0.5140000,-0.5140000,7.9375000,0.0323816,-0.0323816
K2-83 c,K2-83,1,Transit,0.071310,0.000960,-0.000960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,0.02,-0.02,0,44.5828466,0.0560249,-0.0560249,125.5290000,0.5140000,-0.5140000,7.9375000,0.0323816,-0.0323816
K2-84 b,K2-84,1,Transit,0.066500,0.001600,-0.001600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.07,-0.07,0,33.1174107,0.0447818,-0.0447818,284.8760000,2.2465000,-2.2465000,3.4815800,0.0274707,-0.0274707
K2-84 c,K2-84,1,Transit,0.176800,0.004300,-0.004300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.07,-0.07,0,33.1174107,0.0447818,-0.0447818,284.8760000,2.2465000,-2.2465000,3.4815800,0.0274707,-0.0274707
K2-85 b,K2-85,1,Transit,0.012630,0.000370,-0.000370,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.05,-0.05,0,116.4278937,0.0628651,-0.0628651,97.2179000,0.3809000,-0.3809000,10.2574000,0.0400014,-0.0400014
K2-86 b,K2-86,1,Transit,0.077000,0.002600,-0.002600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.08,-0.08,0,68.3770971,0.0867221,-0.0867221,258.6990000,2.9705000,-2.9705000,3.8371700,0.0440494,-0.0440494
K2-87 b,K2-87,1,Transit,0.094000,0.001000,-0.001000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,0.04,-0.04,0,29.3310226,0.0494747,-0.0494747,491.2420000,6.9575000,-6.9575000,2.0070600,0.0286106,-0.0286106
K2-88 b,K2-88,1,Transit,0.034500,0.003000,-0.003000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.07,-0.07,0,53.9398654,0.1022466,-0.1022466,110.5610000,0.8215000,-0.8215000,9.0166300,0.0666993,-0.0666993
K2-89 b,K2-89,1,Transit,0.014620,0.000510,-0.000510,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.04,-0.04,0,96.3600937,0.0822449,-0.0822449,86.0386000,0.3103500,-0.3103500,11.5940000,0.0416119,-0.0416119
K2-9 b,K2-9,1,Transit,0.091000,0.013000,-0.016000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,0.14,-0.14,0,172.8159555,0.0996424,-0.0996424,82.9631000,0.3730500,-0.3730500,12.0250000,0.0537978,-0.0537978
K2-90 b,K2-90,1,Transit,0.096000,0.001000,-0.001000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.02,-0.02,0,85.7942380,0.0411672,-0.0411672,134.1880000,0.4200000,-0.4200000,7.4233700,0.0231484,-0.0231484
K2-90 c,K2-90,1,Transit,0.035000,0.001000,-0.001000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70,0.07,-0.07,0,85.7942380,0.0411672,-0.0411672,134.1880000,0.4200000,-0.4200000,7.4233700,0.0231484,-0.0231484
K2-91 b,K2-91,1,Transit,0.016400,0.001100,-0.001100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,0.06,-0.06,0,99.2504492,0.1098968,-0.1098968,62.5785000,0.2815500,-0.2815500,15.9515000,0.0713516,-0.0713516
K2-95 b,K2-95,1,Transit,0.069600,0.000600,-0.000600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.01,-0.01,0,37.8515337,0.1803040,-0.1803040,179.8540000,3.9585000,-3.9585000,5.5351900,0.1213840,-0.1213840
K2-97 b,K2-97,1,Transit,0.086000,0.001100,-0.001100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.05,-0.05,0,6.8978510,0.0689977,-0.0689977,878.4300000,49.9400000,-49.9400000,1.1092700,0.0632117,-0.0632117
K2-98 b,K2-98,1,Transit,0.097400,0.000900,-0.000900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20,0.03,-0.03,0,18.5925353,0.0670626,-0.0670626,518.6250000,11.2775000,-11.2775000,1.8999100,0.0416012,-0.0416012
K2-99 b,K2-99,1,Transit,0.159700,0.001200,-0.001200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,0.04,-0.04,0,2.0139273,0.0600154,-0.0600154,519.2290000,12.6935000,-12.6935000,1.8983600,0.0466995,-0.0466995
KELT-1 b,KELT-1,1,Transit,0.024660,0.000160,-0.000160,0,8654.15000,158.90800,-152.55200,0,27.23000,0.50000,-0.48000,0,,,,,,,,,,,,,,,,,8654.15000,158.90800,-152.55200,0,27.23000,0.50000,-0.48000,0,Mass,1.32,0.03,,0,12.4278440,0.0502729,-0.0502729,268.4300000,3.0230000,-3.0230000,3.6970400,0.0416382,-0.0416382
KELT-10 b,KELT-10,1,Transit,0.052500,0.000860,-0.000970,0,215.80657,12.39537,-12.07754,0,0.67900,0.03900,-0.03800,0,215.80657,12.39537,-12.07754,0,0.67900,0.03900,-0.03800,0,215.870,12.399,-12.399,0,0.67920,0.03901,-0.03901,0,215.80657,12.39537,-12.07754,0,0.67900,0.03900,-0.03800,0,Mass,1.11,0.06,-0.06,0,15.6467924,0.0991286,-0.0991286,188.4040000,2.1570000,-2.1570000,5.2800400,0.0603006,-0.0603006
KELT-11 b,KELT-11,1,Transit,,,,,54.34893,4.76745,-4.76745,0,0.17100,0.01500,-0.01500,0,,,,,,,,,,,,,,,,,54.34893,4.76745,-4.76745,0,0.17100,0.01500,-0.01500,0,Mass,1.44,0.07,-0.07,0,111.4877177,0.0795878,-0.0795878,99.1596000,0.5210500,-0.5210500,10.0562000,0.0525965,-0.0525965
KELT-12 b,KELT-12,1,Transit,0.067080,0.000970,-0.001300,0,301.93850,44.49620,-44.49620,0,0.95000,0.14000,-0.14000,0,301.93850,44.49620,-44.49620,0,0.95000,0.14000,-0.14000,0,303.350,44.704,-44.704,0,0.95444,0.14065,-0.14065,0,301.93850,44.49620,-44.49620,0,0.95000,0.14000,-0.14000,0,Mass,1.59,0.07,-0.09,0,10.9629476,0.0454339,-0.0454339,368.0300000,3.1315000,-3.1315000,2.6884600,0.0229467,-0.0229467
KELT-14 b,KELT-14,1,Transit,0.030050,0.000310,-0.000310,0,408.09372,10.17056,-10.17056,0,1.28400,0.03200,-0.03200,0,,,,,,,,,,,,,,,,,408.09372,10.17056,-10.17056,0,1.28400,0.03200,-0.03200,0,Mass,1.24,0.04,-0.04,0,11.4380990,0.0411876,-0.0411876,250.1210000,1.5390000,-1.5390000,3.9693100,0.0244129,-0.0244129
KELT-15 b,KELT-15,1,Transit,,,,,416.35730,136.66690,-136.66690,0,1.31000,0.43000,-0.43000,0,,,,,,,,,,,,,,,,,416.35730,136.66690,-136.66690,0,1.31000,0.43000,-0.43000,0,Mass,2.06,0.75,-0.75,0,5.0605882,0.0401714,-0.0401714,324.6830000,2.4605000,-2.4605000,3.0512100,0.0231666,-0.0231666
KELT-16 b,KELT-16,1,Transit,0.020440,0.000240,-0.000260,0,874.03250,50.85280,-47.67450,0,2.75000,0.16000,-0.15000,0,870.85420,47.67450,-47.67450,0,2.74000,0.15000,-0.15000,0,875.030,47.903,-47.903,0,2.75314,0.15072,-0.15072,0,874.03250,50.85280,-47.67450,0,2.75000,0.16000,-0.15000,0,Mass,1.21,0.04,-0.05,0,6.0789081,0.0359262,-0.0359262,444.5860000,5.5075000,-5.5075000,2.2208400,0.0276501,-0.0276501
KELT-17 b,KELT-17,1,Transit,0.048810,0.000650,-0.000610,0,416.35730,88.99240,-92.17070,0,1.31000,0.28000,-0.29000,0,416.35730,88.99240,-92.17070,0,1.31000,0.28000,-0.29000,0,418.032,92.541,-92.541,0,1.31527,0.29117,-0.29117,0,416.35730,88.99240,-92.17070,0,1.31000,0.28000,-0.29000,0,Mass,1.64,0.07,-0.06,0,25.5071645,0.0815442,-0.0815442,226.5000000,2.4795000,-2.4795000,4.3867800,0.0479578,-0.0479578
KELT-18 b,KELT-18,1,Transit,0.045500,0.000670,-0.000690,0,375.03940,34.96130,-34.96130,0,1.18000,0.11000,-0.11000,0,375.03940,34.96130,-34.96130,0,1.18000,0.11000,-0.11000,0,375.114,34.968,-34.968,0,1.18023,0.11002,-0.11002,0,375.03940,34.96130,-34.96130,0,1.18000,0.11000,-0.11000,0,Mass,1.52,0.07,-0.07,0,20.4082171,0.0438013,-0.0438013,321.3760000,2.4895000,-2.4895000,3.0828400,0.0239248,-0.0239248
KELT-19 A b,KELT-19 A,1,Transit,0.063700,0.003100,-0.002700,0,1293.56810,,,1,4.07000,,,1,1287.21150,,,1,4.05000,,,1,,,,,,,,,1293.56810,,,1,4.07000,,,1,Mass,1.62,0.25,-0.20,0,3.1629968,0.0882205,-0.0882205,300.2760000,4.6140000,-4.6140000,3.3024900,0.0507721,-0.0507721
KELT-2 A b,KELT-2 A,1,Transit,,,,,540.31100,69.92260,-69.92260,0,1.70000,0.22000,-0.22000,0,,,,,,,,,,,,,,,,,540.31100,69.92260,-69.92260,0,1.70000,0.22000,-0.22000,0,Mass,1.54,0.28,-0.28,0,16.9122278,0.0779949,-0.0779949,134.0580000,0.7975000,-0.7975000,7.4309400,0.0440552,-0.0440552
KELT-20 b,KELT-20,1,Transit,0.054200,0.001400,-0.002100,0,1074.90106,,,1,3.38200,,,1,1071.72276,,,1,3.37200,,,1,,,,,,,,,1074.90106,,,1,3.38200,,,1,Mass,1.76,0.14,-0.19,0,6.8917079,0.0677003,-0.0677003,136.4260000,0.8115000,-0.8115000,7.3014800,0.0432848,-0.0432848
KELT-21 b,KELT-21,1,Transit,0.052240,0.000350,-0.000340,0,1242.71530,,,1,3.91000,,,1,1242.71530,,,1,3.91000,,,1,,,,,,,,,1242.71530,,,1,3.91000,,,1,Mass,1.46,0.03,-0.03,0,2.2420265,0.0425598,-0.0425598,470.8780000,6.3855000,-6.3855000,2.0953000,0.0285770,-0.0285770
KELT-23 A b,KELT-23 A,1,Transit,0.033020,0.000680,-0.000640,0,298.12454,15.25584,-13.98452,0,0.93800,0.04800,-0.04400,0,297.17105,15.25584,-13.98452,0,0.93500,0.04800,-0.04400,0,298.144,15.306,-15.306,0,0.93806,0.04816,-0.04816,0,298.12454,15.25584,-13.98452,0,0.93800,0.04800,-0.04400,0,Mass,0.94,0.06,-0.05,0,12.2248073,0.0409703,-0.0409703,126.2610000,0.3515000,-0.3515000,7.8912400,0.0218990,-0.0218990
KELT-24 b,KELT-24,1,Transit,0.069690,0.000870,-0.000960,0,1646.35940,66.74430,-69.92260,0,5.18000,0.21000,-0.22000,0,1646.35940,66.74430,-69.92260,0,5.18000,0.21000,-0.22000,0,1646.532,69.930,-69.930,0,5.18054,0.22002,-0.22002,0,1646.35940,66.74430,-69.92260,0,5.18000,0.21000,-0.22000,0,Mass,1.46,0.06,-0.06,0,66.0921869,0.0565125,-0.0565125,96.5173000,0.3122500,-0.3122500,10.3320000,0.0332707,-0.0332707
KELT-3 b,KELT-3,1,Transit,,,,,616.59020,104.88390,-104.88390,0,1.94000,0.33000,-0.33000,0,,,,,,,,,,,,,,,,,616.59020,104.88390,-104.88390,0,1.94000,0.33000,-0.33000,0,Mass,1.96,0.50,-0.50,0,37.3943413,0.2104135,-0.2104135,210.2520000,5.4075000,-5.4075000,4.7315300,0.1213070,-0.1213070
KELT-4 A b,KELT-4 A,1,Transit,0.043170,0.000790,-0.000740,0,286.68266,19.06980,-18.75197,0,0.90200,0.06000,-0.05900,0,284.77568,19.06980,-18.43414,0,0.89600,0.06000,-0.05800,0,286.817,19.207,-19.207,0,0.90242,0.06043,-0.06043,0,286.68266,19.06980,-18.75197,0,0.90200,0.06000,-0.05900,0,Mass,1.20,0.07,-0.06,0,18.6442754,0.0757421,-0.0757421,218.0500000,2.0865000,-2.0865000,4.5576700,0.0435521,-0.0435521
KELT-6 b,KELT-6,1,Transit,,,,,165.27160,38.13960,-38.13960,0,0.52000,0.12000,-0.12000,0,,,,,,,,,,,,,,,,,165.27160,38.13960,-38.13960,0,0.52000,0.12000,-0.12000,0,Mass,1.42,0.46,-0.46,0,16.4524553,0.0461558,-0.0461558,240.7260000,1.9710000,-1.9710000,4.1255000,0.0337598,-0.0337598
KELT-6 c,KELT-6,1,Radial Velocity,2.390000,0.110000,-0.110000,0,,,,,,,,,1179.14930,66.74430,-66.74430,0,3.71000,0.21000,-0.21000,0,,,,,,,,,1179.14930,66.74430,-66.74430,0,3.71000,0.21000,-0.21000,0,Msini,1.13,0.06,-0.06,0,16.4524553,0.0461558,-0.0461558,240.7260000,1.9710000,-1.9710000,4.1255000,0.0337598,-0.0337598
